lat,lng,val
-33.97275803,151.0483407,47137
-33.91335595,151.0856798,11799
-33.95281909,151.093761,40191
-33.94426359,151.0817306,21962
-33.98317369,151.0287801,71914
-33.96514536,151.0610627,16143
-33.99037526,151.0833783,19209
-33.95326094,151.0987085,81903
-33.90683918,151.0285783,73680
-33.99944883,151.0578794,57501
-33.9196543,151.0053287,72949
-33.99499831,151.0853042,95891
-33.94075249,151.0363547,94469
-33.98759659,151.0510594,45262
-33.9011091,151.0362916,91197
-33.91446877,151.0285509,19059
-33.91101871,151.0367093,65345
-33.94473012,151.0877644,89286
-33.91016382,151.0189921,89157
-33.92523261,151.0737338,31917
-33.9642232,151.0917993,99799
-33.9099528,151.0981693,86394
-33.97895883,151.0881182,80725
-33.96625256,151.0908215,76834
-33.95562506,151.0616442,20610
-33.99894448,151.0088421,33083
-33.90436426,151.0333899,90891
-33.9398994,151.0123659,37623
-33.94238627,151.081059,12779
-33.92108289,151.0073809,94012
-33.95572353,151.0214316,36792
-33.92096775,151.0825687,88352
-33.98939554,151.0293527,43784
-33.97874545,151.0616119,11001
-33.90387599,151.0284315,56437
-33.90859643,151.0316813,11476
-33.94247805,151.0588386,15334
-33.96915543,151.0728902,89134
-33.96867137,151.044655,67745
-33.9016145,151.0167376,78919
-33.97177719,151.0806854,37246
-33.9717953,151.0322269,90067
-33.91155318,151.0599999,52009
-33.91422853,151.0271834,81145
-33.95072987,151.015477,81746
-33.90675632,151.0243358,72028
-33.92558396,151.0598197,99647
-33.9871096,151.091496,16902
-33.92101728,151.0951802,86282
-33.9152846,151.024633,73520
-33.9374629,151.0206694,16115
-33.95776711,151.0346314,62673
-33.96122944,151.0319159,13125
-33.98761887,151.0563295,97993
-33.95853136,151.0543088,64825
-33.97201702,151.0258294,83870
-33.97770503,151.0315651,11104
-33.91017617,151.0787908,99918
-33.968129,151.0270448,95939
-33.95470753,151.0768384,57354
-33.9805067,151.0922379,18759
-33.92474157,151.0954099,62336
-33.91995274,151.0054631,28138
-33.93635762,151.0332824,53674
-33.92901837,151.0878708,81994
-33.919296,151.0096645,22942
-33.98072318,151.0486764,63129
-33.91206842,151.0011772,98937
-33.97345725,151.082549,31923
-33.9335054,151.082197,35725
-33.90486457,151.0860765,69128
-33.94350764,151.0788693,42661
-33.94586854,151.0126778,39813
-33.90748279,151.0693612,15577
-33.9621649,151.095231,98552
-33.97774956,151.0800576,54474
-33.94769931,151.0606938,74578
-33.9671192,151.057046,86858
-33.92862835,151.0839726,14785
-33.92873202,151.0159995,44599
-33.93511701,151.0427827,59668
-33.97325356,151.0582435,66225
-33.97816792,151.042479,13594
-33.90438278,151.0131522,82616
-33.95133891,151.0238762,57517
-33.91796319,151.0842438,80052
-33.98266929,151.0458562,51402
-33.93572235,151.0540378,77712
-33.90072085,151.0270336,30895
-33.98754722,151.0606272,75579
-33.93335918,151.0621717,36527
-33.90345515,151.0115663,67325
-33.96503387,151.0677152,89840
-33.93669597,151.0169907,17637
-33.96992824,151.0304836,64840
-33.92870166,151.0835107,54909
-33.90208112,151.0538184,21918
-33.95993779,151.0839654,46391
-33.91450414,151.0464484,71268
-33.93898842,151.0519317,21676
-33.94573274,151.0699912,83491
-33.95171804,151.0510098,79657
-33.99889126,151.0329851,17232
-33.94731967,151.0722566,91366
-33.91865539,151.0777155,23048
-33.91078956,151.0767096,72958
-33.97933203,151.073052,42628
-33.97479056,151.0459969,84487
-33.97073533,151.0535429,32587
-33.97927373,151.0153603,69642
-33.90249004,151.0293625,76940
-33.98685777,151.0895332,86701
-33.91324807,151.0688192,63871
-33.90100491,151.0598416,24919
-33.92027142,151.0941855,40059
-33.94210042,151.0979888,56662
-33.91139155,151.0610596,32652
-33.90153821,151.0103726,81679
-33.97864067,151.0294247,67339
-33.97029517,151.0464346,63044
-33.95373159,151.0642853,50242
-33.92388431,151.0358861,94292
-33.97061979,151.0437563,62859
-33.97817408,151.04486,46844
-33.96871253,151.0845514,20450
-33.94269928,151.0168278,65261
-33.90747111,151.0358154,98494
-33.90582136,151.0811821,89875
-33.9876584,151.0446037,78304
-33.98136956,151.0947252,75863
-33.97695594,151.0545432,15379
-33.90273123,151.0973388,14450
-33.96840803,151.033341,38051
-33.98983599,151.094053,57356
-33.92524362,151.0976645,43933
-33.91101596,151.0231016,54639
-33.97804283,151.0333284,71675
-33.91181338,151.0529746,13520
-33.92758592,151.0666284,66986
-33.90803132,151.0719707,87385
-33.93387589,151.0381554,47817
-33.97706062,151.0493432,54530
-33.99406628,151.0347453,56426
-33.93159691,151.0795929,68903
-33.96133987,151.0497081,95196
-33.95949261,151.0353675,86049
-33.91210051,151.0983872,73906
-33.95314237,151.077721,39256
-33.9969518,151.0007169,45195
-33.95207404,151.0335733,34089
-33.96059351,151.0799981,64744
-33.98153737,151.0912202,88571
-33.93374137,151.0758884,56608
-33.9073329,151.0710597,84720
-33.91538412,151.0891265,96880
-33.97282023,151.0752437,88053
-33.94463065,151.0311046,55967
-33.96684182,151.0176299,90334
-33.98918778,151.0011063,62981
-33.9380232,151.0023962,91609
-33.91760581,151.0999895,62380
-33.92751885,151.0887601,51008
-33.9230706,151.0910374,34513
-33.97699535,151.054666,62866
-33.93471356,151.0090859,70614
-33.9416516,151.0824966,41950
-33.92600225,151.0589229,57205
-33.96910161,151.0639582,71727
-33.97242947,151.0304991,91042
-33.98849884,151.0755944,62837
-33.97354369,151.0567906,77949
-33.99647515,151.0019277,66415
-33.99512965,151.081055,28474
-33.98960441,151.0714943,38723
-33.98400144,151.0244179,29451
-33.96769778,151.0017808,59699
-33.95011329,151.0488053,88980
-33.98906712,151.0276456,63544
-33.93511141,151.097776,27408
-33.91770572,151.0617072,89885
-33.97512834,151.0018983,62959
-33.92894487,151.0288087,95777
-33.99814451,151.0570735,53163
-33.97020645,151.0956309,99821
-33.90924868,151.0149497,28081
-33.94716992,151.0452134,62749
-33.93867638,151.0390438,45443
-33.91627041,151.0336827,19884
-33.90334363,151.093988,33319
-33.94502906,151.044063,86825
-33.99691251,151.0425352,21220
-33.9383853,151.0416747,73922
-33.97021737,151.0581773,28415
-33.9490985,151.0482856,63146
-33.94482795,151.0832933,35906
-33.91235483,151.0873217,89694
-33.93714947,151.0528468,86594
-33.95292637,151.0290817,69202
-33.91196148,151.0119701,23383
-33.94585625,151.002577,14353
-33.92791069,151.0552995,16674
-33.93799226,151.0660648,42771
-33.99198061,151.0978766,80899
-33.96055134,151.092448,59958
-33.91735228,151.0615494,41208
-33.94670695,151.0469873,62076
-33.99525696,151.0483618,34832
-33.97438799,151.0170256,73332
-33.929844,151.035542,53871
-33.95509255,151.0672954,70264
-33.99294932,151.0510656,31832
-33.94544003,151.0206936,88648
-33.93764128,151.0108365,29021
-33.94245259,151.0591016,30304
-33.91354638,151.0736078,77970
-33.99700839,151.0309664,46731
-33.99324378,151.0605401,47027
-33.95280955,151.0154653,48465
-33.93826872,151.018627,54488
-33.98406476,151.0967868,47300
-33.98121669,151.0595127,95196
-33.93826441,151.0961686,92041
-33.91773281,151.0344588,87455
-33.91877158,151.0182725,51835
-33.98496207,151.0765228,65384
-33.94143464,151.0446943,61483
-33.98956667,151.0207016,76036
-33.93272168,151.0327364,38386
-33.91126644,151.0083592,58353
-33.97435978,151.0689298,44541
-33.98824293,151.0460269,79351
-33.94523626,151.0833165,19625
-33.99198976,151.0266425,80084
-33.99106825,151.0811633,47376
-33.9676942,151.0113096,66820
-33.94998939,151.0711885,74137
-33.9065332,151.0401229,21182
-33.92754279,151.0083468,23972
-33.97576897,151.0540048,74920
-33.97771282,151.0234149,32069
-33.94878108,151.006529,42755
-33.93763151,151.0895047,45433
-33.9209028,151.0257134,68310
-33.96379244,151.0215221,64326
-33.98642295,151.0995633,98691
-33.91345571,151.0954591,47973
-33.96031806,151.0090348,88483
-33.93804367,151.0010548,79294
-33.96825583,151.0184593,43732
-33.97451062,151.015822,80522
-33.99408567,151.057278,98727
-33.91467817,151.0109695,11168
-33.94230993,151.0163672,86779
-33.96296631,151.0295211,41960
-33.9425301,151.0341027,20300
-33.93917514,151.0270899,78623
-33.91049814,151.0599945,53621
-33.98390332,151.0237387,41086
-33.91873261,151.0188647,38992
-33.92933635,151.0265903,34898
-33.98397362,151.0065254,75579
-33.93142276,151.0447274,45859
-33.94046234,151.049051,45580
-33.95805217,151.0193319,88089
-33.97498198,151.0277071,76308
-33.9968754,151.0163798,83916
-33.96714873,151.0942164,38453
-33.91525982,151.0280147,30337
-33.99697119,151.0672395,27026
-33.95925541,151.01669,76923
-33.94370935,151.0666591,91917
-33.92969329,151.0213675,11332
-33.9202799,151.0417524,66455
-33.98649404,151.0750248,73896
-33.93125778,151.0312213,19667
-33.90855385,151.0591558,15864
-33.91286573,151.0561845,76296
-33.90870089,151.0031073,95529
-33.93843832,151.0174698,25174
-33.98294689,151.04387,49834
-33.94187303,151.0099816,12899
-33.9919136,151.0235435,94457
-33.9875985,151.0367105,52564
-33.91031934,151.0841458,83104
-33.90930675,151.0048886,40642
-33.96171725,151.0428188,20176
-33.99487708,151.0667291,34840
-33.9762096,151.0048377,56826
-33.95473863,151.0424291,82820
-33.91691325,151.0526432,63095
-33.9090898,151.0053494,16884
-33.91184156,151.0470132,87135
-33.96948177,151.089177,41671
-33.92097059,151.082811,42127
-33.91148483,151.0487339,46418
-33.93397728,151.0820445,98900
-33.98222917,151.0634675,27038
-33.93863783,151.0979108,84166
-33.95397455,151.0434054,40405
-33.94894341,151.077394,75960
-33.95759399,151.0170234,45301
-33.97543705,151.0414064,89269
-33.97888841,151.0847094,68026
-33.93283382,151.0419844,99569
-33.94221505,151.0981107,82265
-33.92146861,151.0581063,72290
-33.98730957,151.0191369,45306
-33.94847777,151.0112862,73744
-33.90911736,151.0968574,76534
-33.91462611,151.0884726,39314
-33.97943608,151.0517926,17262
-33.95266554,151.0152427,19843
-33.92826635,151.0112579,62556
-33.95560161,151.0386733,87213
-33.97232319,151.0407309,94884
-33.90862108,151.0578655,30202
-33.99079902,151.0842724,94419
-33.9528012,151.0244039,25965
-33.98065463,151.0446011,61248
-33.91948174,151.0877893,34107
-33.9843347,151.0190438,19150
-33.96237306,151.0840942,20161
-33.94387736,151.0629424,29259
-33.95345515,151.073102,75410
-33.97510752,151.0920974,21106
-33.98100813,151.004824,99631
-33.95065182,151.0517094,58030
-33.92053442,151.035105,38245
-33.95385717,151.0426619,41525
-33.92380333,151.0309697,59490
-33.93390917,151.0573656,32261
-33.99793358,151.0472501,90350
-33.90934101,151.0653788,23839
-33.93363028,151.0406386,67394
-33.98224933,151.0643429,96237
-33.98428973,151.0207129,81098
-33.98336402,151.0459384,90054
-33.99563234,151.0362571,74873
-33.92057015,151.0244149,29943
-33.98229026,151.045349,82985
-33.981024,151.0388623,72607
-33.94249646,151.0450877,19255
-33.90388458,151.0196332,70955
-33.93208445,151.051673,70771
-33.97744632,151.0550537,84503
-33.92335677,151.0938543,33198
-33.90608033,151.005442,46422
-33.93455503,151.0789381,93666
-33.99219686,151.0483173,76863
-33.9507057,151.0738336,60832
-33.91830376,151.0121183,70863
-33.96550708,151.0195813,24912
-33.99729141,151.0685207,20160
-33.99755608,151.0745625,82347
-33.93671079,151.0006623,12562
-33.97672648,151.0217813,84954
-33.93563464,151.0393763,35696
-33.95233211,151.07151,98940
-33.95250947,151.0528298,94296
-33.98778557,151.0079071,16208
-33.98989297,151.0033849,79078
-33.99049233,151.0326158,25713
-33.94532747,151.0866263,97513
-33.97138006,151.0512128,12032
-33.9676041,151.0899528,92454
-33.93716452,151.089299,32577
-33.99521014,151.059894,19042
-33.92523861,151.0661946,81408
-33.91497623,151.0160211,84810
-33.91726994,151.009602,35209
-33.96846251,151.0791612,83950
-33.93970582,151.0416437,24985
-33.91633494,151.0607873,18554
-33.92950377,151.0440438,89983
-33.94666626,151.0883785,67106
-33.97288815,151.0249551,58313
-33.91549243,151.0059404,70942
-33.95584586,151.0121074,38551
-33.96403952,151.0954432,72355
-33.96819959,151.0614462,39772
-33.95256616,151.0958803,81857
-33.9096175,151.0204563,68674
-33.91996841,151.0820428,96449
-33.91319922,151.0706563,20767
-33.99431394,151.0211409,19773
-33.94375462,151.0546413,68504
-33.96349996,151.0856866,35697
-33.97726703,151.0533444,66171
-33.96405187,151.0314292,77144
-33.91016135,151.0953117,54456
-33.94378612,151.0895011,21462
-33.91379745,151.0958543,42902
-33.90753813,151.0993263,54483
-33.91871753,151.0878501,66163
-33.99700211,151.0786912,49867
-33.96926637,151.0373686,79082
-33.93347622,151.0945341,61436
-33.95532434,151.0042874,26964
-33.99699101,151.0283381,82073
-33.95752863,151.0794174,26322
-33.91118205,151.013763,53904
-33.97567418,151.021128,41950
-33.94731293,151.0800304,28240
-33.92120189,151.0097813,65857
-33.96208326,151.0410215,16889
-33.98881842,151.0810609,69050
-33.94856904,151.0046483,69047
-33.97770438,151.0347509,53205
-33.94019196,151.0293159,54928
-33.90169922,151.0307647,20449
-33.93609619,151.0017895,58372
-33.93229174,151.0634039,37992
-33.91202736,151.0131381,36039
-33.93310378,151.0455115,81340
-33.98587786,151.0379048,14684
-33.90037669,151.0687833,29548
-33.90069562,151.0722874,89976
-33.92639022,151.0076635,42452
-33.92598736,151.0848366,46628
-33.95924074,151.0244259,59138
-33.99821321,151.0786477,80982
-33.94087288,151.085139,90478
-33.97119293,151.0912321,62199
-33.94001067,151.050904,67025
-33.99306813,151.0525649,15668
-33.90469398,151.0052355,55129
-33.98779981,151.0020102,21291
-33.96911831,151.0636909,40475
-33.92803231,151.0305698,64250
-33.92684026,151.0832741,22775
-33.95272884,151.0350043,98098
-33.90007822,151.0616801,21031
-33.92644495,151.005829,96685
-33.92451124,151.0420656,44204
-33.95609656,151.0572595,61706
-33.99352936,151.0432657,74359
-33.97294791,151.0423101,48886
-33.91418847,151.0060172,74505
-33.95034456,151.0008517,37204
-33.9007467,151.0537425,88245
-33.93726981,151.0206422,25753
-33.96891908,151.0645176,45741
-33.98924168,151.0330361,18146
-33.94540408,151.0036905,72765
-33.96716611,151.0815297,16304
-33.94530436,151.0486008,72879
-33.94582761,151.0348869,86080
-33.92113255,151.0400744,49377
-33.98132291,151.0475746,73682
-33.92142104,151.0652688,88170
-33.9762441,151.0279496,52127
-33.96003515,151.0384846,48989
-33.9320538,151.0822847,59087
-33.9248007,151.0065148,28498
-33.98412292,151.0919377,60556
-33.96901916,151.0730447,78566
-33.95235841,151.0860307,81686
-33.99091565,151.055419,10737
-33.93239354,151.0992835,80576
-33.91003127,151.017408,89700
-33.91633201,151.0985061,60730
-33.9088835,151.0111106,12115
-33.97618358,151.0796415,22315
-33.95815441,151.0239211,26152
-33.91234645,151.0489059,23696
-33.95838293,151.0296007,45560
-33.94624076,151.0803357,91445
-33.97658757,151.0098281,47831
-33.98511526,151.0612992,89681
-33.99746492,151.0959851,71753
-33.95441403,151.0913756,10049
-33.99150452,151.0968319,75745
-33.97457496,151.005737,20272
-33.95108103,151.0749401,58883
-33.98082868,151.0344219,13773
-33.97915249,151.083796,38033
-33.98543494,151.058955,86244
-33.97027341,151.0846478,51435
-33.94906323,151.0228014,53269
-33.95275503,151.0967601,12630
-33.96418298,151.0153556,71324
-33.99216032,151.0269426,52063
-33.97551383,151.0579705,18520
-33.95584772,151.0535732,95633
-33.93249924,151.0866673,21267
-33.98049286,151.0968388,62095
-33.92275768,151.0451731,46019
-33.97568738,151.0143669,27972
-33.98621289,151.0191773,48723
-33.95858649,151.0042181,16143
-33.96958794,151.0171872,12846
-33.94842048,151.0953603,75735
-33.91160128,151.0802899,84910
-33.98864979,151.0120041,89883
-33.98410795,151.0220773,51900
-33.93206797,151.0967125,55345
-33.95614537,151.0311334,85755
-33.99421722,151.0926852,99720
-33.97585928,151.0550864,33228
-33.91563105,151.0512008,22399
-33.93976042,151.0529836,65037
-33.94506337,151.0312292,91287
-33.91546409,151.0994182,45002
-33.92652261,151.0605452,75361
-33.97859004,151.0212336,29179
-33.94518835,151.0127026,64940
-33.90973302,151.0136213,15103
-33.97993068,151.0469464,13630
-33.91051963,151.0730662,42069
-33.96037503,151.0106191,53218
-33.97635503,151.0250947,76156
-33.97438209,151.0729228,12280
-33.9712379,151.0029118,56591
-33.90284452,151.0452876,18644
-33.98099473,151.0871388,13618
-33.97006555,151.0855949,27634
-33.95158849,151.0426927,34308
-33.98629176,151.0087292,39306
-33.94371831,151.0492862,55370
-33.96461345,151.0439888,24089
-33.90360357,151.0276438,74218
-33.95536609,151.0150808,31982
-33.94259248,151.0430009,24236
-33.98884239,151.0052543,47740
-33.97721855,151.002125,99877
-33.99545677,151.0513052,82619
-33.97582258,151.0387137,89440
-33.90518953,151.023149,28691
-33.99120648,151.0792301,47327
-33.91429162,151.0490558,68072
-33.95193003,151.0608374,51481
-33.95734003,151.0669264,79723
-33.94520582,151.0554479,60495
-33.91049692,151.0867897,18030
-33.94949917,151.0121156,65900
-33.90193884,151.0609589,29147
-33.90369339,151.0550139,76238
-33.93113477,151.0081122,57330
-33.92552382,151.0720667,16967
-33.99413732,151.007055,54950
-33.98018168,151.0019869,16442
-33.99915814,151.0527534,43449
-33.98645668,151.016884,70644
-33.96578312,151.0229897,28442
-33.93645123,151.0469545,50534
-33.90139157,151.0631465,48523
-33.92851779,151.0437646,51452
-33.92608988,151.0946498,57497
-33.94958001,151.0714377,56671
-33.91304104,151.0161716,82873
-33.95344927,151.0368819,18693
-33.90953886,151.0922791,52280
-33.97400365,151.0147086,90323
-33.93383907,151.0161948,81383
-33.97070669,151.0702243,99013
-33.9998013,151.0370957,44769
-33.93574446,151.042261,63948
-33.9301802,151.0842297,78347
-33.99374048,151.0494072,25137
-33.95214302,151.0346207,84135
-33.94638296,151.0406771,91455
-33.99481136,151.0890714,36436
-33.90985582,151.0371657,94063
-33.93266791,151.0422151,97170
-33.97554281,151.0431012,47145
-33.97562777,151.0956277,86700
-33.93551711,151.0334254,70273
-33.99871153,151.0399823,90798
-33.94306985,151.0908713,29618
-33.97281834,151.0012316,72373
-33.93702262,151.0981435,79039
-33.93818699,151.0040989,33911
-33.96682119,151.0977362,83512
-33.93040959,151.046891,14222
-33.93882646,151.0256036,19890
-33.97077041,151.0734618,46385
-33.95442864,151.0146214,81590
-33.91986479,151.0685123,15465
-33.98616155,151.0252156,83910
-33.94523949,151.0372803,46574
-33.96940928,151.0973364,97549
-33.9641154,151.0687069,75327
-33.99431469,151.0299208,60437
-33.97200191,151.0194704,25452
-33.90757654,151.0837759,56462
-33.92953913,151.0275048,58872
-33.98094121,151.0318395,53114
-33.9714056,151.0806652,49475
-33.94976071,151.049038,35292
-33.93903087,151.0086743,72466
-33.96723338,151.0519413,62199
-33.999709,151.0246485,28643
-33.95534837,151.0088133,46434
-33.96550677,151.0113588,80810
-33.9660272,151.0645782,77734
-33.93900922,151.0130813,99472
-33.94798525,151.0382925,14371
-33.95136687,151.0003258,34886
-33.99881067,151.0393532,61756
-33.90496869,151.0176504,14967
-33.91492168,151.0425219,27513
-33.98929436,151.0897633,95217
-33.95136904,151.0531701,70327
-33.93012563,151.0726761,73137
-33.97960852,151.0097343,41661
-33.99505859,151.0356147,28428
-33.97012645,151.0949126,59164
-33.94355052,151.0169388,73354
-33.92707974,151.0914066,58371
-33.99535659,151.061997,82265
-33.94212309,151.0298456,64182
-33.98368627,151.0613719,93924
-33.99493261,151.0733922,84947
-33.95908917,151.0339079,75682
-33.9492145,151.0820296,20883
-33.9712549,151.0136684,61753
-33.90978819,151.0197624,87176
-33.94121902,151.0821104,26262
-33.91280264,151.0017722,23749
-33.90398025,151.0305099,27897
-33.96755886,151.0194212,37351
-33.9316892,151.0634145,39425
-33.99432834,151.0883997,19808
-33.93961634,151.0759908,65896
-33.93492601,151.0837057,23884
-33.95212701,151.0689251,54081
-33.97044569,151.068607,86320
-33.91113372,151.0553055,94977
-33.94837193,151.099358,30493
-33.91164469,151.019345,31184
-33.96949407,151.0634424,68117
-33.97401933,151.0530859,57682
-33.91151346,151.0915487,98544
-33.91838098,151.0708328,53044
-33.90021254,151.0439495,48527
-33.99662414,151.0539205,87502
-33.96223687,151.0983373,74784
-33.93570319,151.0802894,61630
-33.95543534,151.0511097,93363
-33.95712776,151.0377695,57393
-33.99953912,151.0417033,98775
-33.95645768,151.0203582,99453
-33.91445147,151.0564741,86546
-33.91854331,151.0372103,67402
-33.9595315,151.0010839,63358
-33.99192812,151.0498122,86777
-33.92331301,151.0582265,60192
-33.91401247,151.0992649,77340
-33.90009047,151.0653808,39823
-33.98967545,151.0135973,39669
-33.92992195,151.0370045,13160
-33.96269034,151.0217154,55774
-33.9738643,151.0629922,25662
-33.95230313,151.0079897,64477
-33.92484154,151.05916,12209
-33.99082818,151.0535421,39509
-33.95241356,151.0781507,71017
-33.92201233,151.0680102,84726
-33.91466194,151.0663126,75668
-33.93676976,151.0371189,66612
-33.98878323,151.0948046,61224
-33.99632689,151.006651,35025
-33.97545375,151.0004037,52349
-33.90346094,151.0363768,15130
-33.95959868,151.000708,33145
-33.97363526,151.0566345,47836
-33.92202665,151.0467349,64485
-33.91066411,151.0997889,84394
-33.98546583,151.0550977,35566
-33.95545091,151.0366531,87192
-33.90183908,151.0451134,63683
-33.91160863,151.0325682,95129
-33.98667693,151.0332162,47317
-33.97402865,151.0158075,69815
-33.93501301,151.0020024,71421
-33.91575451,151.0285703,82061
-33.90594578,151.0813278,40667
-33.95759036,151.0390938,64807
-33.91404401,151.0949508,25766
-33.94115634,151.0041889,67248
-33.940592,151.0301328,56831
-33.94121105,151.0480142,20988
-33.96350596,151.0050007,92698
-33.94419824,151.0160479,13611
-33.91910229,151.0792778,84862
-33.95654392,151.0710094,92741
-33.93808914,151.0580336,77686
-33.98250158,151.0100924,42491
-33.99010563,151.0349626,31171
-33.95050352,151.0337131,81521
-33.95189599,151.0238936,89371
-33.98542054,151.0000324,12038
-33.99037306,151.0978102,92777
-33.91332158,151.0397616,84732
-33.96231429,151.0897584,74605
-33.99365305,151.0611228,42818
-33.94163697,151.0465592,63550
-33.94928319,151.0915111,25994
-33.9025144,151.0571894,67717
-33.95914841,151.0057262,22815
-33.99945256,151.0372248,30961
-33.93056073,151.0897301,43515
-33.97369849,151.0007495,10325
-33.91365146,151.0651853,84890
-33.97769399,151.072468,74537
-33.99850726,151.0261885,19345
-33.91524697,151.0906724,77246
-33.90428169,151.0723366,14940
-33.96327726,151.086087,46610
-33.91640082,151.0200559,14565
-33.90558537,151.0298139,71533
-33.97356965,151.0435332,13384
-33.9766587,151.0950167,81667
-33.98636398,151.0429424,58370
-33.96797669,151.0233141,95500
-33.90742787,151.0234272,84983
-33.99616883,151.057403,67514
-33.92469443,151.0098603,12090
-33.95156741,151.0196774,17819
-33.99091362,151.0165601,98462
-33.95204042,151.0729827,93070
-33.96335868,151.0825178,81478
-33.93954212,151.0667409,11558
-33.92102548,151.0976436,44656
-33.99181467,151.0351887,84207
-33.96070151,151.052395,97786
-33.93649305,151.0205135,99496
-33.93034074,151.0599725,24285
-33.94692304,151.0133231,82020
-33.94342236,151.0249126,93442
-33.97684006,151.0669951,41766
-33.97094,151.0339944,50870
-33.97460311,151.0186821,31026
-33.99004275,151.0547517,14541
-33.93620786,151.0737218,69464
